Tank,TimePoint,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample,ExperimentDate,WaterLocation,ExperimentJD,InitialFinal
Q4,1,7/10/19 10:45,0,4.18,2.41,1,0.58,7.59,100,0,26.39,7/10/19,SB15,191,NA
Q4,1,7/10/19 10:45,0,4.13,2.24,1.18,0.59,7.54,100,0,26.39,7/10/19,SB15,191,NA
Q4,1,7/10/19 10:45,0,4,2.77,0.84,0.58,7.61,100,0,26.39,7/10/19,SB15,191,NA
Q4,1,7/10/19 10:45,0,4.23,2.96,0.74,0.56,7.92,100,-0.01,26.4,7/10/19,SB15,191,NA
Q4,1,7/10/19 10:45,0,4.18,2.58,0.92,0.57,7.68,100,-0.01,26.39,7/10/19,SB15,191,NA
Q4,1,7/10/19 10:45,0,3.92,2.1,1.28,0.61,7.3,100,0,26.4,7/10/19,SB15,191,NA
Q4,1,7/10/19 10:45,0,4.01,2.56,0.88,0.57,7.46,100,0,26.39,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.14,2.82,1.43,0.57,8.39,100,0,26.63,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.65,3.55,0.92,0.54,9.12,100,-0.01,26.64,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.62,3.6,0.89,0.52,9.11,100,0,26.64,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.49,3.29,1.1,0.59,8.89,100,0,26.64,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.21,2.96,1.19,0.61,8.36,100,0,26.63,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.82,3.78,0.73,0.54,9.33,100,0,26.63,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.4,3,1.25,0.53,8.66,100,0,26.63,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.7,3.25,0.87,0.55,8.82,100,0,26.63,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,3.98,2.61,1.6,0.58,8.18,100,0,26.64,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.33,3.13,1.21,0.57,8.67,100,0,26.64,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.71,3.29,1.03,0.54,9.04,100,0,26.64,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.41,3.02,1.28,0.58,8.71,100,0,26.64,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.26,3.2,1.1,0.55,8.56,100,0,26.64,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.4,3.05,1.1,0.58,8.56,100,-0.01,26.63,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.49,3.21,1.06,0.57,8.76,100,-0.01,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.58,3.36,0.97,0.56,8.91,100,0,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.25,2.56,1.47,0.58,8.27,100,0,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.7,4.02,0.64,0.5,9.36,100,0,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.8,3.52,0.81,0.53,9.13,100,0,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.37,3.17,1.12,0.59,8.66,100,0,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,3.95,2.66,1.66,0.56,8.27,100,0,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.99,3.95,0.59,0.5,9.52,100,0,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.34,3.04,1.05,0.57,8.44,100,-0.01,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.44,2.64,1.23,0.63,8.31,100,-0.01,26.64,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.56,3.55,0.87,0.55,8.99,100,0,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.45,3.17,1.1,0.55,8.73,100,0,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.12,2.61,1.37,0.56,8.1,100,0,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.73,3.74,0.74,0.51,9.2,100,-0.01,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.42,3.38,0.99,0.56,8.8,100,0,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.25,2.75,1.26,0.58,8.27,100,0,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.38,3.29,1.09,0.55,8.76,100,0,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.45,3.9,0.66,0.52,9.01,100,-0.01,26.66,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.6,3.25,0.98,0.56,8.83,100,-0.01,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.15,2.86,1.39,0.58,8.41,100,0,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.49,3.32,0.95,0.55,8.76,100,0,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.21,2.99,1.21,0.58,8.41,100,0,26.66,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.28,2.79,1.24,0.57,8.31,100,0,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.71,3.74,0.78,0.54,9.22,100,0.01,26.66,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.57,3.45,0.86,0.55,8.88,100,0.01,26.66,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.27,2.62,1.29,0.54,8.19,100,0.01,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.28,2.84,1.23,0.58,8.35,100,0.02,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.73,3.43,0.76,0.58,8.92,100,0.01,26.66,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.46,3.14,1.12,0.56,8.73,100,0.02,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.39,3.41,1.03,0.56,8.83,100,0.01,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.91,3.85,0.58,0.52,9.34,100,0.01,26.66,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.22,2.95,1.19,0.57,8.35,100,0.01,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.28,3.14,1.01,0.57,8.44,100,0.02,26.66,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.53,3.31,0.93,0.54,8.76,100,0.02,26.66,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.43,3.25,0.98,0.55,8.65,100,0.01,26.66,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.31,3.1,1.36,0.55,8.76,100,0.02,26.66,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.52,3.34,0.9,0.55,8.75,100,0.01,26.65,7/10/19,SB15,191,NA
C1,2,7/10/19 11:33,0,4.25,2.82,1.35,0.58,8.41,100,0.02,26.66,7/10/19,SB15,191,NA
C1,2,7/10/19 11:34,0,4.35,3.07,1.31,0.56,8.73,100,0.01,26.66,7/10/19,SB15,191,NA
C1,2,7/10/19 11:34,0,4.6,3.75,0.84,0.55,9.19,100,0.01,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.36,3.06,1.29,0.51,8.71,100,0,26.65,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.77,3.63,0.92,0.46,9.33,100,0,26.65,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.31,2.88,1.45,0.5,8.64,100,0,26.65,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.75,3.18,1.11,0.5,9.04,100,0,26.65,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.51,3.24,1.26,0.5,9.01,100,0,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.6,3.54,0.95,0.49,9.09,100,0,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.26,2.77,1.4,0.54,8.44,100,0,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.43,2.97,1.31,0.53,8.71,100,0,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.66,3.63,0.93,0.45,9.23,100,0,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.43,3.92,0.84,0.46,9.18,100,0.01,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.74,3.52,0.93,0.49,9.18,100,0,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.45,3.09,1.16,0.49,8.7,100,0,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.38,3.11,1.28,0.5,8.77,100,0.01,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.64,3.43,0.91,0.5,8.98,100,0,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.57,3.28,1.08,0.49,8.93,100,0,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.34,3.33,1.25,0.51,8.92,100,0,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.34,2.72,1.47,0.53,8.52,100,0,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.25,3.1,1.28,0.5,8.63,100,0,26.67,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.94,3.94,0.67,0.48,9.55,100,0,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.26,3.04,1.25,0.48,8.55,100,0.01,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.52,3.14,1.12,0.49,8.78,100,0,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.74,3.69,0.72,0.46,9.15,100,0,26.67,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.06,2.87,1.29,0.52,8.21,100,0.01,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.36,3.08,1.24,0.51,8.68,100,0.01,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.18,2.28,1.58,0.61,8.04,100,0.01,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.59,3.69,0.9,0.4,9.18,100,0.01,26.67,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.53,3.49,0.94,0.48,8.96,100,0.01,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.03,3.45,1.19,0.5,8.67,100,0.01,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,3.91,2.2,1.74,0.53,7.86,100,0,26.67,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,3.79,1.61,2.1,0.63,7.5,100,0.01,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.39,2.98,1.09,0.56,8.46,100,0,26.67,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.43,3.01,1.15,0.5,8.6,100,0,26.67,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.11,2.7,1.37,0.51,8.18,100,0,26.66,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,3.91,2.51,1.55,0.53,7.98,100,0,26.67,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.32,3.03,1.08,0.49,8.43,100,0.01,26.67,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.82,3.44,0.79,0.47,9.05,100,0,26.67,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.57,3.41,0.88,0.46,8.86,100,0,26.67,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.51,3.36,1.06,0.48,8.92,100,0,26.67,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.41,3.89,0.76,0.47,9.06,100,0,26.67,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.58,3.07,1.15,0.5,8.8,100,0.01,26.67,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.7,3.75,0.87,0.47,9.32,100,0,26.67,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.42,2.91,1.12,0.54,8.45,100,0,26.67,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.45,3.25,0.94,0.48,8.64,100,0,26.67,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.33,2.89,1.18,0.5,8.4,100,0,26.67,7/10/19,SB15,191,NA
C2,2,7/10/19 11:35,0,4.56,3.43,0.92,0.49,8.91,100,0,26.67,7/10/19,SB15,191,NA
C3,2,7/10/19 11:37,0,4.32,2.98,1.16,0.53,8.46,100,0,26.68,7/10/19,SB15,191,NA
C3,2,7/10/19 11:37,0,4.36,3.12,1.03,0.52,8.51,100,0,26.68,7/10/19,SB15,191,NA
C3,2,7/10/19 11:37,0,4.51,3.23,0.92,0.51,8.66,100,-0.01,26.68,7/10/19,SB15,191,NA
C3,2,7/10/19 11:37,0,3.99,2.5,1.39,0.53,7.89,100,-0.01,26.69,7/10/19,SB15,191,NA
C3,2,7/10/19 11:37,0,4.03,2.26,1.49,0.58,7.77,100,-0.01,26.68,7/10/19,SB15,191,NA
C3,2,7/10/19 11:37,0,4.22,3.04,1.06,0.52,8.31,100,-0.01,26.69,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.34,3.24,0.82,0.54,8.4,100,-0.01,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.41,2.97,1.11,0.52,8.5,100,-0.01,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.34,2.98,1.05,0.51,8.36,100,-0.01,26.69,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,3.82,2.42,1.47,0.57,7.71,100,-0.01,26.69,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.58,3.61,0.74,0.51,8.93,100,0,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.49,2.95,0.92,0.54,8.36,100,-0.01,26.69,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.52,3.37,0.73,0.54,8.62,100,0,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.01,2.98,1.03,0.53,8.03,100,-0.01,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.44,3.4,0.73,0.52,8.57,100,-0.01,26.69,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.1,2.79,1.16,0.52,8.06,100,-0.01,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.28,3.23,0.87,0.48,8.39,100,0,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.35,2.9,1.09,0.53,8.33,100,0,26.69,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.27,2.65,1.28,0.56,8.2,100,-0.01,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.19,2.62,1.27,0.52,8.07,100,-0.01,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.29,2.98,1,0.54,8.27,100,-0.01,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.18,3.02,1.07,0.53,8.27,100,-0.01,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.47,2.92,1.1,0.54,8.49,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.14,2.62,1.25,0.56,8.01,100,-0.01,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.31,2.99,0.99,0.52,8.29,100,-0.01,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.28,2.8,1.18,0.53,8.27,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,3.83,2.23,1.51,0.55,7.57,100,-0.01,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.08,2.66,1.26,0.52,8,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.01,2.5,1.35,0.56,7.86,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.08,2.83,1.12,0.54,8.04,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.65,3.14,0.79,0.5,8.58,100,-0.01,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.38,3.03,0.91,0.49,8.32,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.28,2.77,1.11,0.53,8.16,100,0,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.34,3.31,0.79,0.52,8.44,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.34,3.51,0.75,0.53,8.6,100,-0.01,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.36,2.96,0.97,0.52,8.29,100,-0.01,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.02,2.46,1.42,0.54,7.89,100,0,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.26,3.05,1.06,0.53,8.37,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.24,2.69,1.12,0.52,8.05,100,0,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.34,3.03,0.98,0.52,8.36,100,-0.01,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.4,3.24,0.85,0.52,8.49,100,-0.01,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.32,3.19,0.88,0.51,8.39,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.08,2.55,1.32,0.52,7.94,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.25,2.88,1.1,0.51,8.23,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.05,2.47,1.26,0.55,7.78,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,3.81,2.39,1.5,0.52,7.69,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.35,2.99,0.85,0.56,8.19,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.1,2.66,1.17,0.53,7.93,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.08,2.53,1.15,0.52,7.76,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,3.9,2.33,1.45,0.55,7.69,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.17,2.67,1.25,0.53,8.08,100,0,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.06,3.01,0.96,0.5,8.03,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.17,3.19,0.98,0.5,8.34,100,-0.01,26.7,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.32,3.03,1,0.52,8.35,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.51,3.38,0.75,0.52,8.64,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.26,3.15,0.95,0.51,8.37,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.12,2.6,1.07,0.55,7.79,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.51,3.41,0.78,0.47,8.7,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.25,3.06,0.94,0.5,8.25,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.03,2.6,1.17,0.56,7.8,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:38,0,4.33,3.04,0.95,0.54,8.32,100,0,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.42,3.07,0.91,0.52,8.39,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.41,2.8,0.97,0.55,8.19,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.59,3.1,0.84,0.54,8.53,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.06,2.87,1.06,0.54,8,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.24,2.98,0.94,0.53,8.15,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.18,2.92,1.04,0.54,8.13,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.34,2.9,0.95,0.51,8.19,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.2,2.98,1.02,0.49,8.2,100,-0.01,26.72,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.31,3.1,0.94,0.51,8.35,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.12,2.81,1.03,0.54,7.96,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.12,2.9,1,0.52,8.02,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.05,3.39,0.8,0.47,8.24,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.32,2.89,0.92,0.53,8.13,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.06,2.74,1.06,0.54,7.86,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.06,2.35,1.32,0.56,7.74,100,-0.01,26.72,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.04,2.73,1.16,0.51,7.94,100,0,26.72,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.15,2.68,1.09,0.57,7.92,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.31,2.74,1.1,0.54,8.15,100,-0.01,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.22,2.74,1.08,0.57,8.04,100,0,26.72,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.18,2.83,1.09,0.55,8.1,100,0,26.72,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.17,2.72,1.14,0.54,8.03,100,0,26.71,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.37,3.04,0.92,0.51,8.33,100,-0.01,26.72,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.36,3.42,0.8,0.48,8.58,100,-0.01,26.72,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.11,2.73,1.21,0.53,8.05,100,-0.01,26.72,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,4.73,3.37,0.58,0.49,8.68,100,-0.01,26.72,7/10/19,SB15,191,NA
C3,2,7/10/19 11:39,0,3.97,2.73,1.29,0.55,8,100,-0.01,26.72,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:40,0,4.14,1.89,1.54,0.65,7.58,100,0,26.66,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:40,0,4.12,2.02,1.27,0.63,7.41,100,0,26.67,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:40,0,4.1,2.27,1.3,0.62,7.66,100,-0.01,26.67,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:40,0,4.21,2.29,1.13,0.62,7.63,100,-0.01,26.66,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:40,0,4.09,2.26,1.22,0.61,7.58,100,-0.01,26.67,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:40,0,4.36,2.6,1.19,0.62,8.14,100,0,26.67,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:40,0,4.14,2.2,1.33,0.59,7.67,100,0,26.68,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:40,0,4.42,2.44,1.2,0.6,8.07,100,0,26.68,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:40,0,4.04,2.18,1.34,0.6,7.56,100,0,26.68,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:40,0,4.29,2.22,1.23,0.6,7.74,100,-0.01,26.69,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:40,0,4.33,2.3,1.3,0.6,7.93,100,0,26.69,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:40,0,4.45,2.18,1.2,0.59,7.83,100,0,26.7,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:40,0,4.02,1.96,1.55,0.61,7.53,100,0,26.7,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:40,0,4.03,2.09,1.37,0.61,7.48,100,-0.01,26.7,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,4.22,2.14,1.36,0.62,7.72,100,0,26.69,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,4.32,1.96,1.43,0.66,7.71,100,0,26.69,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,4.07,2.82,1.11,0.58,8,100,0,26.7,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,4.12,2.38,1.12,0.59,7.61,100,-0.01,26.71,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,4.24,1.96,1.48,0.62,7.68,100,0,26.7,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,4.7,2.45,1.22,0.6,8.38,100,0,26.71,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,4.09,2.18,1.25,0.62,7.52,100,0,26.71,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,4.41,3.08,0.93,0.58,8.41,100,-0.01,26.71,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,4.07,2,1.48,0.62,7.55,100,0,26.71,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,4.53,2.28,1.11,0.58,7.92,100,-0.01,26.71,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,3.85,1.79,1.45,0.61,7.09,100,-0.01,26.71,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,4.06,2.28,1.22,0.6,7.56,100,0,26.71,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,4.01,2.51,1.16,0.62,7.69,100,-0.01,26.72,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,4.67,2.7,1.06,0.63,8.44,100,0,26.71,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,4.26,2,1.22,0.64,7.48,100,0,26.72,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,4.85,2.84,0.8,0.55,8.49,100,0,26.71,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,4,2.06,1.35,0.6,7.41,100,-0.01,26.71,7/10/19,SB15,191,NA
Q1,2,7/10/19 11:41,0,4.38,2.59,1.02,0.56,7.99,100,0,26.72,7/10/19,SB15,191,NA
