"Strain","Query_gene_name","Query_gene_annotation","New_BGC_name","Gene","Identity_Score","Query_Coverage","gene_type","Main_Product","Biosynthetic_Class"
"LE19-114",NA,NA,"Minutissamide-Anabaena minutissima","puwK",NA,NA,"other","minutissamide A, minutissamide C, minutissamide D","NRP"
"LE19-114",NA,NA,"Minutissamide-Anabaena minutissima","puwE",NA,NA,"core","minutissamide A, minutissamide C, minutissamide D","NRP"
"LE19-114",NA,NA,"Minutissamide-Anabaena minutissima","puwF-G",NA,NA,"core","minutissamide A, minutissamide C, minutissamide D","NRP"
"LE19-114",NA,NA,"Minutissamide-Anabaena minutissima","puwH",NA,NA,"core","minutissamide A, minutissamide C, minutissamide D","NRP"
"LE19-114",NA,NA,"Minutissamide-Anabaena minutissima","orf1",NA,NA,"transport","minutissamide A, minutissamide C, minutissamide D","NRP"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","ABI75088.1",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtD",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","ABI75090.1",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","ABI75091.1",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtC",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtB",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtA",NA,NA,"additional","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtE",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtF",NA,NA,"transport","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtG",NA,NA,"additional","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtH",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtI",NA,NA,"core","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtJ",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtK",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtL",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtM",NA,NA,"transport","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtN",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtX",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtW",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtV",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtU",NA,NA,"additional","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtT",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtS",NA,NA,"core","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","ABI75111.1",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtR",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtQ",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtP",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtO",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","ABI75116.1",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtY",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","sxtZ",NA,NA,"regulatory","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","ABI75119.1",NA,NA,"regulatory","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","ABI75120.1",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Cylindrospermopsis","ABI75121.1",NA,NA,"other","decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, neosaxitoxin, saxitoxin","Alkaloid"
"LE19-114",NA,NA,"Cylindrospermopsin-Cylindrospermopsis","cyrD",NA,NA,"core","cylindrospermopsin","Alkaloid, NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Cylindrospermopsin-Cylindrospermopsis","cyrF",NA,NA,"core","cylindrospermopsin","Alkaloid, NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Cylindrospermopsin-Cylindrospermopsis","cyrG",NA,NA,"other","cylindrospermopsin","Alkaloid, NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Cylindrospermopsin-Cylindrospermopsis","cyrI",NA,NA,"other","cylindrospermopsin","Alkaloid, NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Cylindrospermopsin-Cylindrospermopsis","cyrK",NA,NA,"transport","cylindrospermopsin","Alkaloid, NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Cylindrospermopsin-Cylindrospermopsis","cyrL",NA,NA,"other","cylindrospermopsin","Alkaloid, NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Cylindrospermopsin-Cylindrospermopsis","cyrH",NA,NA,"other","cylindrospermopsin","Alkaloid, NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Cylindrospermopsin-Cylindrospermopsis","cyrJ",NA,NA,"other","cylindrospermopsin","Alkaloid, NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Cylindrospermopsin-Cylindrospermopsis","cyrA",NA,NA,"other","cylindrospermopsin","Alkaloid, NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Cylindrospermopsin-Cylindrospermopsis","cyrB",NA,NA,"core","cylindrospermopsin","Alkaloid, NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Cylindrospermopsin-Cylindrospermopsis","cyrE",NA,NA,"core","cylindrospermopsin","Alkaloid, NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Cylindrospermopsin-Cylindrospermopsis","cyrC",NA,NA,"core","cylindrospermopsin","Alkaloid, NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Cylindrospermopsin-Cylindrospermopsis","cyrN",NA,NA,"other","cylindrospermopsin","Alkaloid, NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Cylindrospermopsin-Cylindrospermopsis","cyrO",NA,NA,"other","cylindrospermopsin","Alkaloid, NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtB",NA,NA,"other","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtA",NA,NA,"additional","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtE",NA,NA,"other","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtD",NA,NA,"other","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtP",NA,NA,"other","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","ABI75127.1",NA,NA,"other","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtR",NA,NA,"other","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","ABI75129.1",NA,NA,"other","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","ABI75130.1",NA,NA,"transport","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","ABI75131.1",NA,NA,"other","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtS",NA,NA,"core","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtT",NA,NA,"other","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtU",NA,NA,"additional","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtN",NA,NA,"other","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtG",NA,NA,"other","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtH",NA,NA,"other","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtM",NA,NA,"transport","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtI",NA,NA,"core","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtJ",NA,NA,"other","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtK",NA,NA,"other","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtL",NA,NA,"other","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","sxtO",NA,NA,"other","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Saxitoxin-like-Dolichospermum","ABI75144.1",NA,NA,"other","decarbamoylgonyautoxin 2, decarbamoylgonyautoxin 3, decarbamoylsaxitoxin, gonyautoxin 2, gonyautoxin 3, gonyautoxin 5, saxitoxin, toxin C2, toxin C3","Alkaloid"
"LE19-114",NA,NA,"Aeruginosin-Microcystis","aerA",NA,NA,"core","aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C","NRP"
"LE19-114",NA,NA,"Aeruginosin-Microcystis","aerJ",NA,NA,"additional","aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C","NRP"
"LE19-114",NA,NA,"Aeruginosin-Microcystis","aerB",NA,NA,"core","aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C","NRP"
"LE19-114","OCDKLD_20375","type 2 isopentenyl-diphosphate Delta-isomerase","Aeruginosin-Microcystis","aerK",94.92,100,"other","aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C","NRP"
"LE19-114","OCDKLD_20380","Bacilysin biosynthesis BacA-like protein","Aeruginosin-Microcystis","aerD",86.3,83.91,"other","aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C","NRP"
"LE19-114",NA,NA,"Aeruginosin-Microcystis","aerE",NA,NA,"other","aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C","NRP"
"LE19-114",NA,NA,"Aeruginosin-Microcystis","aerF",NA,NA,"additional","aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C","NRP"
"LE19-114",NA,NA,"Aeruginosin-Microcystis","aerL",NA,NA,"other","aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C","NRP"
"LE19-114",NA,NA,"Aeruginosin-Microcystis","aerG1",NA,NA,"core","aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C","NRP"
"LE19-114",NA,NA,"Aeruginosin-Microcystis","aerG2",NA,NA,"additional","aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C","NRP"
"LE19-114",NA,NA,"Aeruginosin-Microcystis","ACM68692.1",NA,NA,"additional","aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C","NRP"
"LE19-114",NA,NA,"Aeruginosin-Microcystis","aerM_",NA,NA,"additional","aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C","NRP"
"LE19-114",NA,NA,"Aeruginosin-Microcystis","ACM68693.1",NA,NA,"additional","aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C","NRP"
"LE19-114",NA,NA,"Aeruginosin-Microcystis","aerN",NA,NA,"transport","aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C","NRP"
"LE19-114",NA,NA,"Cyanopeptolin-Microcystis","mcnG",NA,NA,"other","cyanopeptolin","NRP"
"LE19-114",NA,NA,"Cyanopeptolin-Microcystis","mcnF",NA,NA,"transport","cyanopeptolin","NRP"
"LE19-114",NA,NA,"Cyanopeptolin-Microcystis","mcnA",NA,NA,"core","cyanopeptolin","NRP"
"LE19-114",NA,NA,"Cyanopeptolin-Microcystis","mcnB",NA,NA,"core","cyanopeptolin","NRP"
"LE19-114",NA,NA,"Cyanopeptolin-Microcystis","mcnC",NA,NA,"core","cyanopeptolin","NRP"
"LE19-114",NA,NA,"Cyanopeptolin-Microcystis","mcnD",NA,NA,"additional","cyanopeptolin","NRP"
"LE19-114",NA,NA,"Cyanopeptolin-Microcystis","mcnE",NA,NA,"core","cyanopeptolin","NRP"
"LE19-114",NA,NA,"Microcyclamide-Microcystis PCC 7806","mcaA",NA,NA,"core","microcyclamide","Cyanobactin"
"LE19-114",NA,NA,"Microcyclamide-Microcystis PCC 7806","mcaB",NA,NA,"additional","microcyclamide","Cyanobactin"
"LE19-114",NA,NA,"Microcyclamide-Microcystis PCC 7806","mcaC",NA,NA,"additional","microcyclamide","Cyanobactin"
"LE19-114",NA,NA,"Microcyclamide-Microcystis PCC 7806","mcaD",NA,NA,"core","microcyclamide","Cyanobactin"
"LE19-114",NA,NA,"Microcyclamide-Microcystis PCC 7806","mcaE",NA,NA,"core","microcyclamide","Cyanobactin"
"LE19-114",NA,NA,"Microcyclamide-Microcystis PCC 7806","mcaF",NA,NA,"additional","microcyclamide","Cyanobactin"
"LE19-114",NA,NA,"Microcyclamide-Microcystis PCC 7806","CAP64340.1",NA,NA,"additional","microcyclamide","Cyanobactin"
"LE19-114",NA,NA,"Microcyclamide-Microcystis PCC 7806","CAP64341.1",NA,NA,"additional","microcyclamide","Cyanobactin"
"LE19-114",NA,NA,"Microcyclamide-Microcystis PCC 7806","mcaG",NA,NA,"core","microcyclamide","Cyanobactin"
"LE19-114","OCDKLD_11715","Microviridin","Microviridin B-Microcystis","mdnA",91.61,103.33,"core","microviridin B","Microviridin"
"LE19-114","OCDKLD_11710","MvdC family ATP-grasp ribosomal peptide maturase","Microviridin B-Microcystis","mdnB",97.43,98.98,"other","microviridin B","Microviridin"
"LE19-114","OCDKLD_11705","MvdD family ATP-grasp ribosomal peptide maturase","Microviridin B-Microcystis","mdnC",97.85,100,"other","microviridin B","Microviridin"
"LE19-114","OCDKLD_11690","N-acetyltransferase","Microviridin B-Microcystis","mdnD",95.99,96.5,"additional","microviridin B","Microviridin"
"LE19-114","OCDKLD_20945","ABC transporter","Microviridin B-Microcystis","mdnE",96.22,100,"transport","microviridin B","Microviridin"
"LE19-114",NA,NA,"Microcystin LR-Microcystis","dnaN",NA,NA,"other","microcystin LR","NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Microcystin LR-Microcystis","mcyJ",NA,NA,"additional","microcystin LR","NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Microcystin LR-Microcystis","mcyI",NA,NA,"additional","microcystin LR","NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Microcystin LR-Microcystis","mcyH",NA,NA,"transport","microcystin LR","NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Microcystin LR-Microcystis","mcyG",NA,NA,"core","microcystin LR","NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Microcystin LR-Microcystis","mcyF",NA,NA,"other","microcystin LR","NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Microcystin LR-Microcystis","mcyE",NA,NA,"core","microcystin LR","NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Microcystin LR-Microcystis","mcyD",NA,NA,"core","microcystin LR","NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Microcystin LR-Microcystis","mcyA",NA,NA,"core","microcystin LR","NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Microcystin LR-Microcystis","mcyB",NA,NA,"core","microcystin LR","NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Microcystin LR-Microcystis","mcyC",NA,NA,"core","microcystin LR","NRP, Modular type I polyketide"
"LE19-114","OCDKLD_07265","FAD-dependent oxidoreductase","Microcystin LR-Microcystis","uma1",97.9,100,"other","microcystin LR","NRP, Modular type I polyketide"
"LE19-114","OCDKLD_07260","Putative restriction endonuclease","Microcystin LR-Microcystis","uma2",94.7,100.35,"other","microcystin LR","NRP, Modular type I polyketide"
"LE19-114","OCDKLD_07255","adenylyl-sulfate kinase","Microcystin LR-Microcystis","uma3",97.51,100,"other","microcystin LR","NRP, Modular type I polyketide"
"LE19-114","OCDKLD_14440","ISL3 family transposase","Microcystin LR-Microcystis","uma4",96.47,100,"other","microcystin LR","NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Microcystin LR-Microcystis","uma5",NA,NA,"other","microcystin LR","NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Microcystin LR-Microcystis","uma6",NA,NA,"other","microcystin LR","NRP, Modular type I polyketide"
"LE19-114",NA,NA,"Piricyclamide-Microcystis","pirE2",NA,NA,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-114",NA,NA,"Piricyclamide-Microcystis","pirE3",NA,NA,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-114",NA,NA,"Piricyclamide-Microcystis","pirF",NA,NA,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-114",NA,NA,"Piricyclamide-Microcystis","AFK79990.1",NA,NA,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-114",NA,NA,"Piricyclamide-Microcystis","AFK79991.1",NA,NA,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-114",NA,NA,"Piricyclamide-Microcystis","AFK79992.1",NA,NA,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-114",NA,NA,"Piricyclamide-Microcystis","pirA",NA,NA,"core","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-114",NA,NA,"Piricyclamide-Microcystis","pirB",NA,NA,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-114",NA,NA,"Piricyclamide-Microcystis","pirC",NA,NA,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-114",NA,NA,"Piricyclamide-Microcystis","pirE4",NA,NA,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-114","OCDKLD_19570","Putative restriction endonuclease","Piricyclamide-Microcystis","AFK79997.1",95.59,94.03,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-114",NA,NA,"Piricyclamide-Microcystis","pirG",NA,NA,"core","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-114",NA,NA,"Kasumigamide-Microcystis","ORFM1",NA,NA,"other","kasumigamide","NRP, Polyketide"
"LE19-114",NA,NA,"Kasumigamide-Microcystis","makasA",NA,NA,"core","kasumigamide","NRP, Polyketide"
"LE19-114",NA,NA,"Kasumigamide-Microcystis","makasB",NA,NA,"core","kasumigamide","NRP, Polyketide"
"LE19-114",NA,NA,"Kasumigamide-Microcystis","makasC",NA,NA,"core","kasumigamide","NRP, Polyketide"
"LE19-114",NA,NA,"Kasumigamide-Microcystis","makasD",NA,NA,"other","kasumigamide","NRP, Polyketide"
"LE19-114",NA,NA,"Kasumigamide-Microcystis","ORFM2",NA,NA,"other","kasumigamide","NRP, Polyketide"
"LE19-114",NA,NA,"Kawaguchipeptin-Microcystis","kgpG",NA,NA,"core","kawaguchipeptin A","RiPP"
