Query_gene_name	Query_gene_annotation	Reference_Name_lauren	Reference_Name_antiSMASH	Not_in_Lauren	Not_in_antiSMASH	Both_match	Main_Product	Biosynthetic_Class	Organism	Gene	New_BGC_name	gene_type	pos_in_bgc	core_genes	genes_in_bgc
BHKFFO_05360	ABC transporter ATP-binding protein	ctg13_8_Cyanobactin_64_0	LE19195_prenylagaramideB_O9300_05645	FALSE	FALSE	TRUE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_8	Cyanobactin-Microcystis aeruginosa WLECC	transport	8	1	13
BHKFFO_05365	branched-chain amino acid ABC transporter permease	ctg13_9_Cyanobactin_64_0	LE19195_prenylagaramideB_O9300_05650	FALSE	FALSE	TRUE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_9	Cyanobactin-Microcystis aeruginosa WLECC	other	9	1	13
BHKFFO_05370	DNA-binding response regulator	ctg13_10_Cyanobactin_64_0	LE19195_prenylagaramideB_O9300_05655	FALSE	FALSE	TRUE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_10	Cyanobactin-Microcystis aeruginosa WLECC	regulatory	10	1	13
BHKFFO_05375	protein tyrosine phosphatase	ctg13_11_Cyanobactin_64_0	LE19195_prenylagaramideB_O9300_05660	FALSE	FALSE	TRUE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_11	Cyanobactin-Microcystis aeruginosa WLECC	other	11	1	13
BHKFFO_05380	hypothetical protein	ctg13_12_Cyanobactin_64_0	LE19195_prenylagaramideB_O9300_05665	FALSE	FALSE	TRUE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_12	Cyanobactin-Microcystis aeruginosa WLECC	other	12	1	13
BHKFFO_05385	DUF2834 domain-containing protein	ctg13_13_Cyanobactin_64_0	LE19195_prenylagaramideB_O9300_05670	FALSE	FALSE	TRUE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_13	Cyanobactin-Microcystis aeruginosa WLECC	other	13	1	13
BHKFFO_05585	Phosphate-starvation-inducible E family	ctg105_2_Anabaenopeptin_16_0	NA	FALSE	TRUE	FALSE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_2	Anabaenopeptin-Microcystis aeruginosa WLECC	other	2	5	16
BHKFFO_05590	flavin oxidoreductase	ctg105_3_Anabaenopeptin_16_0	NA	FALSE	TRUE	FALSE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_3	Anabaenopeptin-Microcystis aeruginosa WLECC	additional	3	5	16
BHKFFO_05600	hypothetical protein	ctg105_5_Anabaenopeptin_16_0	NA	FALSE	TRUE	FALSE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_5	Anabaenopeptin-Microcystis aeruginosa WLECC	other	5	5	16
BHKFFO_05605	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	ctg1_9_samp_4305_554341_lanthipeptide-class-v	NA	FALSE	TRUE	FALSE	Lanthipeptide	Lanthipeptide	Dolichospermum	ctg1_9_samp_4305	Lanthipeptide_WLEADA	other	9	3	30
BHKFFO_05700	CTP synthase	ctg5_27_RRE-containing_23_0	NA	FALSE	TRUE	FALSE	RRE-containing	RRE	Microcystis aeruginosa WLECC	ctg5_27	LAP-Microcystis aeruginosa WLECC	other	27	1	33
BHKFFO_05705	ferredoxin	ctg5_26_RRE-containing_23_0	NA	FALSE	TRUE	FALSE	RRE-containing	RRE	Microcystis aeruginosa WLECC	ctg5_26	LAP-Microcystis aeruginosa WLECC	other	26	1	33
BHKFFO_05770	Mobile element protein	BAW32336.1_ORFM2_MicrocystisaeruginosaNIES-87_kasumigamide	NA	FALSE	TRUE	FALSE	kasumigamide	"NRP, Polyketide"	Microcystis aeruginosa NIES-87	ORFM2	Kasumigamide-Microcystis	other	6	3	6
BHKFFO_06570	hypothetical protein	ctg5_28_RRE-containing_23_0	NA	FALSE	TRUE	FALSE	RRE-containing	RRE	Microcystis aeruginosa WLECC	ctg5_28	LAP-Microcystis aeruginosa WLECC	other	28	1	33
BHKFFO_06575	ABC transporter permease	ctg5_29_RRE-containing_23_0	NA	FALSE	TRUE	FALSE	RRE-containing	RRE	Microcystis aeruginosa WLECC	ctg5_29	LAP-Microcystis aeruginosa WLECC	transport	29	1	33
BHKFFO_06580	ABC transporter substrate-binding protein	ctg5_30_RRE-containing_23_0	NA	FALSE	TRUE	FALSE	RRE-containing	RRE	Microcystis aeruginosa WLECC	ctg5_30	LAP-Microcystis aeruginosa WLECC	other	30	1	33
BHKFFO_06585	ABC transporter ATP-binding protein	ctg5_31_RRE-containing_23_0	NA	FALSE	TRUE	FALSE	RRE-containing	RRE	Microcystis aeruginosa WLECC	ctg5_31	LAP-Microcystis aeruginosa WLECC	transport	31	1	33
BHKFFO_06590	acyl-CoA dehydrogenase	ctg5_32_RRE-containing_23_0	NA	FALSE	TRUE	FALSE	RRE-containing	RRE	Microcystis aeruginosa WLECC	ctg5_32	LAP-Microcystis aeruginosa WLECC	additional	32	1	33
BHKFFO_06595	hypothetical protein	ctg5_33_RRE-containing_23_0	NA	FALSE	TRUE	FALSE	RRE-containing	RRE	Microcystis aeruginosa WLECC	ctg5_33	LAP-Microcystis aeruginosa WLECC	other	33	1	33
BHKFFO_06830	Dimer-Tnp-Tn5 domain-containing protein	NA	LE19195_terpene_09300_09040	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_07225	hypothetical protein	ctg34_24_Bartoloside-T1PKS_18_0	NA	FALSE	TRUE	FALSE	Bartoloside-T1PKS	Polyketide	Microcystis aeruginosa WLECC	ctg34_24	Bartoloside-like-T1PKS-Microcystis aeruginosa WLECC	other	24	1	28
BHKFFO_07230	PEP-CTERM domain-containing protein	ctg34_23_Bartoloside-T1PKS_18_0	NA	FALSE	TRUE	FALSE	Bartoloside-T1PKS	Polyketide	Microcystis aeruginosa WLECC	ctg34_23	Bartoloside-like-T1PKS-Microcystis aeruginosa WLECC	other	23	1	28
BHKFFO_07255	ATP-dependent sacrificial sulfur transferase LarE	ctg34_20_Bartoloside-T1PKS_18_0	NA	FALSE	TRUE	FALSE	Bartoloside-T1PKS	Polyketide	Microcystis aeruginosa WLECC	ctg34_20	Bartoloside-like-T1PKS-Microcystis aeruginosa WLECC	other	20	1	28
BHKFFO_08125	hypothetical protein	NA	LE19195_microviridinB_O9300_08500	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_08130	FAD dependent oxidoreductase	NA	LE19195_microviridinB_O9300_08505	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_08135	hypothetical protein	NA	LE19195_microviridinB_O9300_08510	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_08140	ABC transporter	CAQ16120.1_mdnE_MicrocystisaeruginosaNIES-298_microviridinB	LE19195_microviridinB_O9300_08515	FALSE	FALSE	TRUE	microviridin B	Microviridin	Microcystis aeruginosa NIES-298	mdnE	Microviridin B-Microcystis	transport	5	1	5
BHKFFO_08145	N-acetyltransferase	CAQ16119.1_mdnD_MicrocystisaeruginosaNIES-298_microviridinB	LE19195_microviridinB_O9300_08520	FALSE	FALSE	TRUE	microviridin B	Microviridin	Microcystis aeruginosa NIES-298	mdnD	Microviridin B-Microcystis	additional	4	1	5
BHKFFO_08150	MvdD family ATP-grasp ribosomal peptide maturase	CAQ16118.1_mdnC_MicrocystisaeruginosaNIES-298_microviridinB	LE19195_microviridinB_O9300_08525	FALSE	FALSE	TRUE	microviridin B	Microviridin	Microcystis aeruginosa NIES-298	mdnC	Microviridin B-Microcystis	other	3	1	5
BHKFFO_08155	MvdC family ATP-grasp ribosomal peptide maturase	CAQ16117.1_mdnB_MicrocystisaeruginosaNIES-298_microviridinB	LE19195_microviridinB_O9300_08530	FALSE	FALSE	TRUE	microviridin B	Microviridin	Microcystis aeruginosa NIES-298	mdnB	Microviridin B-Microcystis	other	2	1	5
BHKFFO_08160	serine endopeptidase inhibitor	CAQ16116.1_mdnA_MicrocystisaeruginosaNIES-298_microviridinB	LE19195_microviridinB_O9300_08535	FALSE	FALSE	TRUE	microviridin B	Microviridin	Microcystis aeruginosa NIES-298	mdnA	Microviridin B-Microcystis	core	1	1	5
BHKFFO_08165	rod shape-determining protein RodA	NA	LE19195_microviridinB_O9300_08540	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_08170	sodium:proton antiporter	NA	LE19195_microviridinB_O9300_08545	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_08175	hypothetical protein	NA	LE19195_microviridinB_O9300_08550	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_08180	hypothetical protein	NA	LE19195_microviridinB_O9300_08555	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_08185	MOSC domain-containing protein	NA	LE19195_microviridinB_O9300_08560	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_08190	glycosyl transferase group 1 family protein	NA	LE19195_microviridinB_O9300_08565	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_08195	group 1 glycosyl transferase	NA	LE19195_microviridinB_O9300_08570	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_08585	SAM-dependent methyltransferase	ctg71_6_T1PKS_51_0	NA	FALSE	TRUE	FALSE	T1PKS	Polyketide	Microcystis aeruginosa WLECC	ctg71_6	T1PKS-Microcystis aeruginosa WLECC	other	6	1	11
BHKFFO_08590	lysine--tRNA ligase	ctg71_7_T1PKS_51_0	NA	FALSE	TRUE	FALSE	T1PKS	Polyketide	Microcystis aeruginosa WLECC	ctg71_7	T1PKS-Microcystis aeruginosa WLECC	other	7	1	11
BHKFFO_08595	DUF1257 domain-containing protein	ctg71_5_T1PKS_51_0	NA	FALSE	TRUE	FALSE	T1PKS	Polyketide	Microcystis aeruginosa WLECC	ctg71_5	T1PKS-Microcystis aeruginosa WLECC	other	5	1	11
BHKFFO_08600	AAA family ATPase	ctg71_4_T1PKS_51_0	NA	FALSE	TRUE	FALSE	T1PKS	Polyketide	Microcystis aeruginosa WLECC	ctg71_4	T1PKS-Microcystis aeruginosa WLECC	other	4	1	11
BHKFFO_08605	hypothetical protein	ctg71_3_T1PKS_51_0	NA	FALSE	TRUE	FALSE	T1PKS	Polyketide	Microcystis aeruginosa WLECC	ctg71_3	T1PKS-Microcystis aeruginosa WLECC	other	3	1	11
BHKFFO_08625	DUF3727 domain-containing protein	NA	LE19195_terpene_09300_09015	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_08630	5'/3'-nucleotidase SurE	NA	LE19195_terpene_09300_09020	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_08640	50S ribosomal protein L11 methyltransferase	NA	LE19195_terpene_09300_09030	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_08645	phosphoglycerate dehydrogenase	NA	LE19195_terpene_09300_09035	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_08650	IS4 family transposase	ctg115_1_Cyanobactin_90_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg115_1	Cyanobactin-Microcystis aeruginosa WLECC	other	1	1	3
BHKFFO_08655	pirin family protein	ctg27_13_T1PKS-Terpene_11_0	LE19195_terpene_09300_09045	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_13	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	13	2	42
BHKFFO_08660	hypothetical protein	ctg27_12_T1PKS-Terpene_11_0	LE19195_terpene_09300_09050	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_12	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	12	2	42
BHKFFO_08665	Similarity	ctg27_11_T1PKS-Terpene_11_0	LE19195_terpene_09300_09055	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_11	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	11	2	42
BHKFFO_08670	phytoene synthase	ctg27_10_T1PKS-Terpene_11_0	LE19195_terpene_09300_09060	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_10	T1PKS-Terpene-Microcystis aeruginosa WLECC	core	10	2	42
BHKFFO_08675	15-cis-phytoene desaturase	ctg27_9_T1PKS-Terpene_11_0	LE19195_terpene_09300_09065	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_9	T1PKS-Terpene-Microcystis aeruginosa WLECC	additional	9	2	42
BHKFFO_08680	magnesium-transporting ATPase	ctg27_8_T1PKS-Terpene_11_0	LE19195_terpene_09300_09070	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_8	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	8	2	42
BHKFFO_08685	SLC13 family permease	ctg27_7_T1PKS-Terpene_11_0	LE19195_terpene_09300_09075	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_7	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	7	2	42
BHKFFO_08690	Tetratricopeptide TPR_1 repeat-containing protein	ctg27_6_T1PKS-Terpene_11_0	LE19195_terpene_09300_09080	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_6	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	6	2	42
BHKFFO_08700	ABC transporter substrate-binding protein	ctg27_5_T1PKS-Terpene_11_0	LE19195_terpene_09300_09085	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_5	T1PKS-Terpene-Microcystis aeruginosa WLECC	additional	5	2	42
BHKFFO_08705	diguanylate cyclase response regulator	ctg27_4_T1PKS-Terpene_11_0	LE19195_terpene_09300_09090	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_4	T1PKS-Terpene-Microcystis aeruginosa WLECC	regulatory	4	2	42
BHKFFO_08710	DEAD/DEAH box helicase	ctg27_3_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_3	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	3	2	42
BHKFFO_08715	lipoprotein NlpI	ctg27_2_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_2	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	2	2	42
BHKFFO_08935	DUF3285 domain-containing protein	ctg3_14_lanthipeptide_54_0	NA	FALSE	TRUE	FALSE	lanthipeptide	Lanthipeptide	Microcystis aeruginosa WLECC	ctg3_14	lanthipeptide-Microcystis aeruginosa WLECC	other	17	1	20
BHKFFO_08940	rRNA maturation RNase YbeY	ctg3_15_lanthipeptide_54_0	NA	FALSE	TRUE	FALSE	lanthipeptide	Lanthipeptide	Microcystis aeruginosa WLECC	ctg3_15	lanthipeptide-Microcystis aeruginosa WLECC	other	18	1	20
BHKFFO_08945	diacylglycerol kinase	ctg3_16_lanthipeptide_54_0	NA	FALSE	TRUE	FALSE	lanthipeptide	Lanthipeptide	Microcystis aeruginosa WLECC	ctg3_16	lanthipeptide-Microcystis aeruginosa WLECC	other	19	1	20
BHKFFO_09110	cysteine lyase	ctg36_7_NRPS-like_34_0	NA	FALSE	TRUE	FALSE	NRPS-like	NRP	Microcystis aeruginosa WLECC	ctg36_7	NRPS-like-1-Microcystis aeruginosa WLECC	additional	7	1	10
BHKFFO_09115	recombinase B	ctg36_6_NRPS-like_34_0	NA	FALSE	TRUE	FALSE	NRPS-like	NRP	Microcystis aeruginosa WLECC	ctg36_6	NRPS-like-1-Microcystis aeruginosa WLECC	other	6	1	10
BHKFFO_09125	hypothetical protein	ctg36_5_NRPS-like_34_0	NA	FALSE	TRUE	FALSE	NRPS-like	NRP	Microcystis aeruginosa WLECC	ctg36_5	NRPS-like-1-Microcystis aeruginosa WLECC	other	5	1	10
BHKFFO_09130	methylthioribulose 1-phosphate dehydratase	ctg36_4_NRPS-like_34_0	NA	FALSE	TRUE	FALSE	NRPS-like	NRP	Microcystis aeruginosa WLECC	ctg36_4	NRPS-like-1-Microcystis aeruginosa WLECC	other	4	1	10
BHKFFO_09140	hypothetical protein	ctg36_3_NRPS-like_34_0	NA	FALSE	TRUE	FALSE	NRPS-like	NRP	Microcystis aeruginosa WLECC	ctg36_3	NRPS-like-1-Microcystis aeruginosa WLECC	other	3	1	10
BHKFFO_09175	DUF4351 domain-containing protein	ctg34_26_Bartoloside-T1PKS_18_0	NA	FALSE	TRUE	FALSE	Bartoloside-T1PKS	Polyketide	Microcystis aeruginosa WLECC	ctg34_26	Bartoloside-like-T1PKS-Microcystis aeruginosa WLECC	other	26	1	28
BHKFFO_09540	ISL3 family transposase	AAF00967.1_uma4_MicrocystisaeruginosaPCC7806_microcystinLR	NA	FALSE	TRUE	FALSE	microcystin LR	"NRP, Modular type I polyketide"	Microcystis aeruginosa PCC 7806	uma4	Microcystin LR-Microcystis	other	15	6	17
BHKFFO_11850	CHAT domain-containing protein	ctg44_18_1-heptadecene_20_0	NA	FALSE	TRUE	FALSE	1-heptadecene	"NRP, Polyketide"	Microcystis aeruginosa WLECC	ctg44_18	1-heptadecene-Microcystis aeruginosa WLECC	regulatory	18	1	18
BHKFFO_11855	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase	ctg44_17_1-heptadecene_20_0	NA	FALSE	TRUE	FALSE	1-heptadecene	"NRP, Polyketide"	Microcystis aeruginosa WLECC	ctg44_17	1-heptadecene-Microcystis aeruginosa WLECC	additional	17	1	18
BHKFFO_11860	penicillin-binding protein 2	ctg44_9_1-heptadecene_20_0	NA	FALSE	TRUE	FALSE	1-heptadecene	"NRP, Polyketide"	Microcystis aeruginosa WLECC	ctg44_9	1-heptadecene-Microcystis aeruginosa WLECC	other	9	1	18
BHKFFO_11865	radical SAM protein	ctg44_8_1-heptadecene_20_0	NA	FALSE	TRUE	FALSE	1-heptadecene	"NRP, Polyketide"	Microcystis aeruginosa WLECC	ctg44_8	1-heptadecene-Microcystis aeruginosa WLECC	additional	8	1	18
BHKFFO_11895	DUF2288 domain-containing protein	ctg44_2_1-heptadecene_20_0	NA	FALSE	TRUE	FALSE	1-heptadecene	"NRP, Polyketide"	Microcystis aeruginosa WLECC	ctg44_2	1-heptadecene-Microcystis aeruginosa WLECC	other	2	1	18
BHKFFO_11935	NFACT N-terminal and middle domains	ctg34_5_Bartoloside-T1PKS_18_0	NA	FALSE	TRUE	FALSE	Bartoloside-T1PKS	Polyketide	Microcystis aeruginosa WLECC	ctg34_5	Bartoloside-like-T1PKS-Microcystis aeruginosa WLECC	other	5	1	28
BHKFFO_11940	glycine cleavage system aminomethyltransferase GcvT	ctg34_19_Bartoloside-T1PKS_18_0	NA	FALSE	TRUE	FALSE	Bartoloside-T1PKS	Polyketide	Microcystis aeruginosa WLECC	ctg34_19	Bartoloside-like-T1PKS-Microcystis aeruginosa WLECC	other	19	1	28
BHKFFO_12070	rhodanese-related sulfurtransferase	ctg20_3_samp_2073_1151163_NRPS	NA	FALSE	TRUE	FALSE	NRP	NRPS	Dolichospermum	ctg20_3_samp_2073	NRPS3_WLEADA	additional	3	2	28
BHKFFO_13445	"3'(2'),5'-bisphosphate nucleotidase CysQ"	ctg27_41_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_41	T1PKS-Terpene-Microcystis aeruginosa WLECC	additional	41	2	42
BHKFFO_13450	GTPase	ctg27_40_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_40	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	40	2	42
BHKFFO_13590	recombinase RecQ	ctg3_13_lanthipeptide_54_0	NA	FALSE	TRUE	FALSE	lanthipeptide	Lanthipeptide	Microcystis aeruginosa WLECC	ctg3_13	lanthipeptide-Microcystis aeruginosa WLECC	other	16	1	20
BHKFFO_14165	DUF29 domain-containing protein	ctg36_9_NRPS-like_34_0	NA	FALSE	TRUE	FALSE	NRPS-like	NRP	Microcystis aeruginosa WLECC	ctg36_9	NRPS-like-1-Microcystis aeruginosa WLECC	other	9	1	10
BHKFFO_14595	DUF4090 domain-containing protein	NA	LE19195_terpene_O9300_15345	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_14600	CopY family transcriptional regulator	NA	LE19195_terpene_O9300_15350	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_14605	Zn-dependent protease with chaperone function	NA	LE19195_terpene_O9300_15355	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_14610	thioredoxin-dependent thiol peroxidase	NA	LE19195_terpene_O9300_15360	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_14615	30S ribosomal protein S2	NA	LE19195_terpene_O9300_15365	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_14620	translation elongation factor Ts	NA	LE19195_terpene_O9300_15370	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_14625	squalene--hopene cyclase	NA	LE19195_terpene_O9300_15375	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_14630	"Antitoxin component HigA of the HigAB toxin-antitoxin module, contains an N-terminal HTH domain"	NA	LE19195_terpene_O9300_15380	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_14635	glycosyltransferase	NA	LE19195_terpene_O9300_15385	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_14640	methionine synthase	NA	LE19195_terpene_O9300_15390	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_14645	DUF3288 domain-containing protein	NA	LE19195_terpene_O9300_15395	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_14650	Chromosome partition protein Smc	NA	LE19195_terpene_O9300_15400	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_14655	hypothetical protein	NA	LE19195_terpene_O9300_15405	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BHKFFO_15575	aspartate--tRNA ligase	ctg1_18_samp_4305_554341_lanthipeptide-class-v	NA	FALSE	TRUE	FALSE	Lanthipeptide	Lanthipeptide	Dolichospermum	ctg1_18_samp_4305	Lanthipeptide_WLEADA	other	17	3	30
BHKFFO_15795	SPFH domain / Band 7 family	ctg20_24_samp_2073_1151163_NRPS	NA	FALSE	TRUE	FALSE	NRP	NRPS	Dolichospermum	ctg20_24_samp_2073	NRPS3_WLEADA	other	24	2	28
BHKFFO_16570	DUF29 domain-containing protein	ctg39_10_Cyanobactin_50_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg39_10	Cyanobactin-Microcystis aeruginosa WLECC	other	10	2	15
BHKFFO_16575	nickel pincer cofactor biosynthesis protein LarC	ctg39_9_Cyanobactin_50_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg39_9	Cyanobactin-Microcystis aeruginosa WLECC	other	9	2	15
BHKFFO_16580	L-threonylcarbamoyladenylate synthase	ctg39_8_Cyanobactin_50_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg39_8	Cyanobactin-Microcystis aeruginosa WLECC	other	8	2	15
BHKFFO_16585	heat-shock protein	ctg39_7_Cyanobactin_50_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg39_7	Cyanobactin-Microcystis aeruginosa WLECC	other	7	2	15
BHKFFO_16590	Light-repressed protein A	ctg39_6_Cyanobactin_50_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg39_6	Cyanobactin-Microcystis aeruginosa WLECC	other	6	2	15
BHKFFO_17075	hypothetical protein	ctg36_2_NRPS-like_34_0	NA	FALSE	TRUE	FALSE	NRPS-like	NRP	Microcystis aeruginosa WLECC	ctg36_2	NRPS-like-1-Microcystis aeruginosa WLECC	other	2	1	10
BHKFFO_17605	DNA-directed RNA polymerase subunit gamma	ctg39_14_Cyanobactin_50_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg39_14	Cyanobactin-Microcystis aeruginosa WLECC	other	14	2	15
BHKFFO_17610	reactive intermediate/imine deaminase	ctg39_13_Cyanobactin_50_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg39_13	Cyanobactin-Microcystis aeruginosa WLECC	other	13	2	15
BHKFFO_17645	Transposase	ctg34_4_Bartoloside-T1PKS_18_0	NA	FALSE	TRUE	FALSE	Bartoloside-T1PKS	Polyketide	Microcystis aeruginosa WLECC	ctg34_4	Bartoloside-like-T1PKS-Microcystis aeruginosa WLECC	other	4	1	28
